ranking,昵称,抖音号,number of followers,gender,profession of the broadcaster,profession,Number of viewers,sales volume,销售额/万,value of sales,Word of mouth,Live broadcast times,Total products,Total duration of live broadcast
838,丫丫工厂店—雅思诚品牌专场,yaya2100,685138,female,穿搭,0,92636,6.9w,723.8,7.24,5,29,219,5天11时36分18秒
839,红布林二手奢侈品（性价比特供）,hongbulinzb2,63951,female,珠宝,0,5442,1415,722.8,7.23,3.8,133,12151,26天19时6分16秒
840,祖传养发,66054213799,229870,female,生活,10,13992,7.3w,722.8,7.23,4.14,92,23,22天4时35分45秒
841,御泥坊,unifon01,566832,female,美妆,8,108494,5.7w,722.4,7.22,1.96,54,45,19天6时51分17秒
842,太后珠宝,YHFCZB888,10764,female,珠宝,0,6872,5985,722.4,7.22,4.25,111,5064,24天18时7分27秒
843,雄哥珠宝,xionggehuangjin,28540,female,珠宝,0,24301,1.2w,721.3,7.21,4.21,37,3598,8天7时16分37秒
844,德巧,deqiao02,1570133,female,生活,10,9385,1.6w,721.1,7.21,4.93,60,6207,9天4时1分54秒
845,致知ZHIZHI,ZHIZHI2021_,38222,female,珠宝,0,51363,1.3w,720.7,7.21,5,30,101,7天9时24分12秒
846,李然珠宝（6号休息，7号品传家宝）,Liranjewelry333,20871,female,珠宝,0,29362,2.7w,720.2,7.2,4.97,18,1780,3天10时21分42秒
847,初为717,Chuwei77,385380,female,穿搭,0,60317,6.3w,719.6,7.2,4.8,76,721,18天11时53分40秒
848,怡美衣人旗舰店,H66616777,671609,female,穿搭,0,75372,1.9w,719.1,7.19,1.76,75,88,11天1时56分36秒
849,福多多珠宝2号,fdd23149,84127,male,珠宝,0,47236,1.6w,718.8,7.19,4.32,34,13766,25天6时10分5秒
850,五个female博士健康美肤,Youngdoctor,279956,female,美妆,8,8974,1.3w,718.8,7.19,4.94,76,16,23天1时56分51秒
851,妃鱼杨子,yangzijingxuan,191721,female,生活,10,47724,7947,718.4,7.18,4.78,21,2463,4天18时25分34秒
852,品众绿松石,lvsongshilijie,150702,female,生活,10,26357,8409,715.6,7.16,4.88,41,13073,25天3时26分29秒
853,广州喜妙服装(招主播),dyij5rwsujsw,1315295,female,穿搭,0,292972,12.9w,715.2,7.15,4.53,26,47,3天5时54分52秒
854,淘你所爱（定制female装）,ANNA12580,1874911,female,穿搭,0,37479,5.8w,711.6,7.12,4.33,77,94,17天7时16分18秒
855,小仙炖鲜炖燕窝,2159524455,68964,female,美食,7,20580,2429,714.5,7.15,4.88,31,10,20天54分44秒
856,言宸原创female装批发,Yanchen_13,174021,female,穿搭,0,258551,7.6w,713.6,7.14,4.85,29,119,5天12时59分52秒
857,亿蒽female装工作室,wsyen888,691670,female,穿搭,0,61268,3.1w,713.5,7.14,4.93,50,102,5天15时9分48秒
858,鸭鸭威立专卖店,YAYAweili8888,211537,male,穿搭,0,74954,2.3w,713,7.13,4.99,30,63,3天22时33分1秒
859,大脸酥服装工厂,161922366,1276117,female,穿搭,0,160526,15.9w,712.3,7.12,4.98,37,155,3天13时4分12秒
860,MICHNA KASS,Christine_Bag,82297,male,珠宝,0,116987,4.3w,710.5,7.11,4.86,31,25,3天28分53秒
861,猫宁逆袭记,maoningnixij,4822913,female,体育,11,53294,3.7w,710.4,7.1,4.46,71,59,5天8时26分37秒
862,盛蒂尼时尚饰品（工厂店）,xccp6886,703904,male,珠宝,0,304966,69.0w,710.1,7.1,4.88,58,581,4天15时42分8秒
863,伊姐珠宝,Eva_1857,18617,female,珠宝,0,27128,3.0w,709.3,7.09,4.09,10,686,1天17时56分14秒
864,姿美堂严选直播中,zimeitang09,60525,female,生活,10,18166,3.4w,709.3,7.09,4.84,33,34,13天22时5分19秒
865,慕兔穿搭日志,mutu1314520,379960,female,穿搭,0,126686,8.6w,709,7.09,4.71,53,166,7天1时15分16秒
866,洛哥严选 正在直播,lluo9528,118296,female,穿搭,0,62190,4.1w,708.9,7.09,4.99,39,582,9天2时38分49秒
867,林氏木业官方直播间,linshimuye2007,304566,male,生活,10,36814,5814,708.3,7.08,4.54,49,180,14天16时52分51秒
868,叶允?7月3号回归送1888台手机,YY.SQ520,784344,female,生活,10,63015,13.5w,707,7.07,4.9,23,191,3天5时22分57秒
869,柒牌male装官方旗舰店（招主播私）,qixiansheng1979,328057,male,穿搭,0,53558,6.7w,701.6,7.02,1.16,95,144,16天1时7秒
870,钱多多真人秀,qddstyle88,1103730,female,穿搭,0,114073,3.4w,704,7.04,4.88,49,1825,5天8时43分30秒
871,COGI高姿官方旗舰店,cogi2021,208921,female,美妆,8,55408,4.5w,703.9,7.04,4.82,32,73,21天11时10分54秒
872,杭州小燕子female装,xys123666,261825,female,穿搭,0,37039,8.7w,703.9,7.04,1.56,231,101,16天17分53秒
873,NEIWAI内外官方旗舰店,610549848,90490,female,珠宝,0,20801,2.8w,702.5,7.03,4.98,63,102,15天18时38分42秒
874,户外休闲衣姐,195556017,607559,female,穿搭,0,145342,13.3w,702.4,7.02,4.91,27,59,5天13时23分
875,DRWCYS线上专卖,10268771885,232607,female,穿搭,0,119260,7.3w,700.8,7.01,4.85,34,82,5天11时36分31秒
876,爽兒定制,XS555667,518081,female,穿搭,0,387375,13.4w,700.5,7.01,4.92,28,84,1天16时21分28秒
877,大刀砍玉石珠宝,fangzhou8788,60823,male,珠宝,0,33840,1.7w,700.3,7,4.85,31,10121,10天1时17分37秒
878,亿茶小叶,YC66588,269766,male,生活,10,84364,4.1w,699.7,7,4.81,30,114,10天1时55分6秒
879,贤哥有好货(耐克AJ专场),mm1755555,2503268,female,生活,10,391045,6.1w,699,6.99,4.77,17,189,2天1时9分15秒
880,ZMMY(今晚8点大上新??),m18110887058,1307270,female,穿搭,0,131888,9.9w,698.9,6.99,4.77,28,134,4天1时1分13秒
881,大卫的蜜蜡,TXZB8888,72152,male,珠宝,0,70314,2.1w,698.2,6.98,5,20,5497,6天14时43分24秒
882,小五拼团,dy29my0ms1a0,140957,male,种草,14,115939,16.1w,698.1,6.98,3.61,37,159,2天15时20分6秒
883,推荐官一喜-大号明天早上6:00直播,yxtjg10086,84249,female,穿搭,0,82230,3.9w,697.9,6.98,1.96,9,209,1天6时11分15秒
884,企鹅妈妈,Qiema,1034029,female,教育,4,124130,6.1w,697.7,6.98,4.78,17,460,6天9时36分57秒
885,思念小仙female,50287533532,304779,female,种草,14,52026,7.0w,697.1,6.97,3.63,34,7,21天5时27分16秒
886,晶咕家～阿晶不吃惊,2188707619,314540,female,穿搭,0,92815,4.3w,697.1,6.97,4.8,27,293,5天23时54分57秒
887,天宫院小吃,tuibianbatuibian,3116480,male,美食,7,274337,18.1w,695.9,6.96,4.48,118,182,14天6时24分14秒
888,衣木茶原创female装,55122969767,187411,female,穿搭,0,211671,10.4w,695.7,6.96,4.85,45,20,18天1时39分54秒
889,低调家female装,dynkdykou6du,750509,female,穿搭,0,51773,6.5w,695.5,6.96,4.95,56,78,12天1时5分53秒
890,LILY商务时装旗舰店,1058270180,68633,female,穿搭,0,34937,2.7w,695,6.95,4.92,55,270,6天5时32分33秒
891,GAONAS珠宝,GAONAS1,109740,female,种草,14,16336,1.2w,691.7,6.92,4.97,48,98,6天7时20分1秒
892,YFN羽绒服严选,YFN888666333,1584994,female,穿搭,0,77666,6.3w,693.2,6.93,1.67,158,235,23天21时22分37秒
893,欣心珠宝?,jianxiansiqiZB,25076,male,珠宝,0,26454,1.1w,693.2,6.93,4.41,34,620,2天4时52分6秒
894,混血王子卢卡斯,hunxuewangzi85,1921083,male,生活,10,115451,13.6w,691.5,6.92,4.77,58,46,3天12时59分53秒
895,凯西莫迪服饰（下午2点直播）,Cls165359,983129,female,穿搭,0,205243,9.1w,689.7,6.9,4.95,31,301,7天10时42分43秒
896,美娜精品female装,M20201206,615908,female,穿搭,0,169589,14.8w,689,6.89,4.75,58,57,21天22时8分31秒
897,澜石淘客服装,hshqjpxgylvr,466734,male,生活,10,83394,11.7w,688.3,6.88,4.83,65,356,23天6时43分33秒
898,咔咔不是大咖,xinshangkaka,25216,female,穿搭,0,11471,679,687.1,6.87,4.49,25,2327,5天12时19分53秒
899,达菲时尚,1643653637,148385,female,珠宝,0,86966,2.0w,687.1,6.87,4.92,39,118,7天20时15分38秒
900,优形鸡胸肉,iShape,151860,female,美食,7,36340,5.1w,686.9,6.87,5,30,23,17天3时29分40秒
901,班长珠宝（每天早上7:00开播）,syzb688,19988,female,珠宝,0,21715,1.2w,685.9,6.86,4.93,24,2397,6天1分19秒
902,缅甸寻宝,MDXB888,152974,female,珠宝,0,87357,2960,684.8,6.85,4.88,39,7,24天22时44分38秒
903,罗拉家二小姐,LOORA666666,317747,female,搞笑,2,342975,8.7w,683.4,6.83,4.89,4,385,20时49分43秒
904,河南你华哥李妈妈8号安踏运动专场,Lihua922,7452287,male,搞笑,2,457942,13.0w,682.7,6.83,4.65,12,127,1天14时22分56秒
905,心悦翡翠,xinyuefeicui,15585,female,珠宝,0,13507,8960,682.7,6.83,4.54,57,1014,19天10时32分36秒
906,江苏尚将军,ai112488653,114649,male,珠宝,0,166310,31.2w,682.1,6.82,4.99,26,101,1天20时35分53秒
907,可心的围巾,dyxe63epu1kn,338274,female,穿搭,0,41825,1.6w,682,6.82,5,19,1074,3天10时52分43秒
908,安妮夫妇（早上5点见/每天）,boyaanni,86863,female,穿搭,0,63628,2.5w,681.9,6.82,4.94,26,136,5天9时47分52秒
909,爱匠珠宝（19:00开播）,aijiang12345,212129,male,珠宝,0,114669,3.8w,681.5,6.82,4.82,29,3041,6天19时17分30秒
910,佩佩珠宝,peipeiy1234567,306331,female,珠宝,0,52066,3.6w,681.5,6.82,4.95,42,290,7天25分23秒
